id,source,text,label,comprimento,texto_processado
45_0,sms,Boa tarde mano tudo bem? gostaria se me mandasse aque meu pedido de dinheiro na minha conta Ponto 24 com o número 867254336,Legitimate,123,boa tard man tud bem gost mand aqu ped dinh cont pont nmer
46_0,sms,Bom dia mana Rosa favor venho através do meio irmã pedir-le um favor de pedeir-lhe emprestado algum valor correspondente a Dois mil e quinhentos meticais e tendo peço-lhe que deposita na minha conta móvel mpesa 85972854 Deste modo compromento-me reembolsar-lhe o valor em causa num período igual a 30 dias. Sinta-se cumprimentado. Deste Gilberto Macário Sousa.,Legitimate,360,bom dia man ros favor venh atrav mei irm pedirl favor pedeirlh emprest algum val correspond doi mil quinhent metic tend peolh deposit cont mvel mpes dest mod compromentom reembolsarlh val caus perod igual dia sintas cumpriment dest gilbert macri sous
47_0,sms,"Boa tarde, todo peço que me envia 100 mts minha conta m-pesa",Legitimate,60,boa tard tod peo env mt cont mpes
48_0,sms,Bom dia babe... como estas   hoje!?,Legitimate,35,bom dia bab hoj
49_0,sms,"7J144SZY1SE confirmado. Recebeste o pagamento de  1,000.00MT  de 999864 - BCI SA aos 1/10/20 as 3:26 PM. O novo saldo M-Pesa e de 1,201.00MT M-Pesa e facil!",Legitimate,156,jszys confirm receb pag mt bci sa pm nov sald mpes mt mpes facil
50_0,sms,"Boss ja ultimei, so ainda não entro o valor",Legitimate,43,bos ja ultim so aind entr val
51_0,sms,"Confirmado AHN3B1L79F9. Transferiste 110.00MT, a taxa foi de 4.00MT e o imposto de selo foi de 0.08MT para 842682576 - ZACARIAS aos 23/8/23 as 6:30 PM. O teu novo saldo M-Pesa e de 21.48MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,234,confirm ahnblf transfer mt tax mt impost sel mt zac pm nov sald mpes mt cas duvid lig mpes facil
52_0,sms,Mano peço uma recarga de 100 mCel. Dou-te a mola amanhã.,Legitimate,56,man peo recarg mcel dout mol amanh
53_0,sms,"Boa Tarde, Sr. Já pass muito tempo, após o combinado. Estou já a precisar do valor. f****.",Legitimate,90,boa tard sr j pas temp ap combin j precis val f
54_0,sms,"Millennium mobile
Trf. BIM/BIM
Estimado Cliente
A sua Conta BIM
75097692
recebeu de
EZIDIO CUAMBA
o valor de
1000,00
Atraves da
Operacao No.
M730626880",Legitimate,151,millennium mobil trf bimbim estim client cont bim receb ezidi cuamb val atrav operaca m
55_0,sms,Transfira o valor para o meu teminal 84879631,Legitimate,45,transf val tem
56_0,sms,"Para confirmar a transaccao no valor de 2800.0 MZN, use o codigo: 299982. Em caso de duvida ligue ao Fala Daki atraves dos nrs. 84/87 0921224 ou 82 9991224.",Legitimate,156,confirm transacca val mzn use codig cas duvid lig fal dak atrav nr
57_0,sms,"Confirmado 9LO09JPNOVE. Aos 24/12/22  as 11:38 AM levantaste 1,000.00MT no agente 114300 - 1-ARMANDO ANASTANCIO NGULUVE. O novo saldo M-Pesa e de  160.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,201,confirm lojpnov am levant mt agent arm anastanci nguluv nov sald mpes mt cas duvid lig mpes facil
58_0,sms,"É assim Dias, como disse antes o valor foi inconveniente tendo em conta experiências anteriores que em média nunca passaram de 3000. Sei que cada um tem o seu preço. Talvez a inconveniência aconteceu por teres dito no inicio que não te preocupava com dinheiro e criou ilusão em mim(daí meus parabéns pelo marketing do seu lado). Neste caso, tudo está em suas mãos, eu também não quero ser injusto.",Legitimate,397,assim dia diss ant val inconveni tend cont experinc anteri mdi nunc pass sei cad pre talv inconveninc acontec ter dit inici preocup dinh cri ilus mimd parabm marketing lad nest cas tud est mo tambm quer injust
59_0,sms,"Falhou. Nao tens saldo suficiente na conta M-Pesa  para levantar 3,000.00MT  de 212037.O saldo M-Pesa e de 3,000.62MT. M-Pesa e facil!",Legitimate,134,falh nao tem sald sufici cont mpes levant mt sald mpes mt mpes facil
60_0,sms,Mano como ficou a ideia do encontro de hoje?,Legitimate,44,man fic ide encontr hoj
61_0,sms,"Para confirmar a transaccao no valor de 3500.0 MZN, use o codigo: 012784. Em caso de duvida ligue ao Fala Daki atraves dos nrs. 84/87 0921224 ou 82 9991224.",Legitimate,156,confirm transacca val mzn use codig cas duvid lig fal dak atrav nr
62_0,sms,"Caro Cliente, as operacoes em canais digitais ate 5.000MT e as transferencias para M-pesa/e-Mola voltam ao precario normal do Banco, a partir de 12/10/20.",Legitimate,154,car client operaco canal digit ate mt transferenc mpesaemol volt precari norm banc part
63_0,sms,Oi babe...meu telefone não está a reconhecer cartão sim.,Legitimate,56,oi babem telefon est reconhec cart sim
64_0,sms,estou a pedir me enviar aquel valor,Legitimate,35,ped envi aquel val
65_0,sms,"7E5941NJVXN Confirmado. Compraste  200.00MT de credito para 848114048 aos 5/5/20 as 8:33 PM o novo saldo M-Pesa e 2,083.00MTM-Pesa e facil!",Legitimate,139,enjvxn confirm compr mt credit pm nov sald mpes mtmp facil
66_0,sms,"Confirmado 7HQ04LZGOLO. Transferiste 2,100.00MT e a taxa foi de 12.00MT para 848114048 - d**** aos 26/8/20 as 4:43 PM. O teu novo saldo M-Pesa e de 5,318.00MT. M-Pesa e facil!.",Legitimate,176,confirm hqlzgol transfer mt tax mt d pm nov sald mpes mt mpes facil
67_0,sms,"Elite Diamante Plus: chamadas e SMS ilimitadas para todas redes e 7GB durante 30 dias por 1200MT.  Digita *154#, escolhe 2 e depois escolhe 1 agora!",Legitimate,148,elit diam plu cham sm ilimit tod red gb dur dia mt digit escolh escolh agor
68_0,sms,Confirmado 8FH86B479TC. O teu saldo  M-Pesa e  443.62MT  aos 17/6/21 as 8:54 AM.M-Pesa e facil!,Legitimate,95,confirm fhbtc sald mpes mt ammp facil
69_0,sms,Confirmado 7CS93V6F1T9. O teu saldo  M-Pesa e  300.00MT  aos 28/3/20 as 1:06 PM.M-Pesa e facil!,Legitimate,95,confirm csvft sald mpes mt pmmp facil
70_0,sms,Ja esta disponivel https://bit.ly/3Nhs27X a edicao de Maio da Moza News. Fique a conhecer todas as novidades do Banco com que pode contar. Mais info contacte 95247 ou 21342020. Moza,Legitimate,181,ja disponi edica mai moz new fiqu conhec tod novidad banc pod cont inf contact moz
71_0,sms,Não posso ter a máquina sem o valor eu Nao tenho taco para tal. Peço confirmar com ela o prazo de entrega eh de 48h,Legitimate,115,poss ter mquin val nao tac tal peo confirm praz entreg eh h
72_0,sms,"Confirmado 9LI59IAC0DN. Aos 18/12/22  as 5:48 PM levantaste 1,000.00MT no agente 113713 - 8-STAR LOJA. O novo saldo M-Pesa e de  1,542.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",Legitimate,185,confirm liiacdn pm levant mt agent st loj nov sald mpes mt cas duvid lig mpes facil
73_0,sms,envia o valor para meu numero esta em meu nome é mpesa,Legitimate,54,env val numer nom mpes
74_0,sms,Recebi. Obrigada babe...se precisar algo avise cedo. Bjs,Legitimate,56,receb obrig babes precis alg avis ced bj
75_0,sms,Recarrega em 3 dias com 150  MT e recebe 50% do valor recarregado para fazeres chamadas na rede 82 por 2 dias. Oferta valida por 3 dias.,Legitimate,136,recarreg dia mt receb val recarreg faz cham red dia ofert val dia
76_0,sms,Bom dia mana o dinheiro manda para meu número mpesa.,Legitimate,52,bom dia man dinh mand nmer mpes
77_0,sms,Confirmado 8CQ75UCCP0N. Transferiste 230.00MT e a taxa foi de 4.00MT para 849625511 - MARIA aos 26/3/21 as 7:35 PM. O teu novo saldo M-Pesa e de 12.62MT. M-Pesa e facil!.,Legitimate,170,confirm cquccpn transfer mt tax mt mar pm nov sald mpes mt mpes facil
78_0,sms,Peço k envie para esse nmr 842072297 nm osvaldo.,Legitimate,48,peo k envi nmr nm osvald
79_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 846210039 no valor de 1.000,00 MZN efectuada com sucesso, em 2019-02-23 11:52:12. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
80_0,sms,"Transferencia da conta cartao 3364428/BCI para conta movel 825407883 no valor de 5.000,00 MZN efectuada com sucesso, em 2017-10-30 17:30:07. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
81_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 846210039 no valor de 500,00 MZN efectuada com sucesso, em 2019-03-29 06:09:37. Ponto24.",Legitimate,147,transferenc cont carta bci cont movel val mzn efectu sucess pont
82_0,sms,Bom dia. Eu também agora não tenho este valor,Legitimate,45,bom dia tambm agor val
83_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 842136685 no valor de 5.000,00 MZN efectuada com sucesso, em 2019-01-26 06:28:06. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
84_0,sms,"Bro, podes me ajudar com um 2000 ?  Estou maningue matreco...",Legitimate,61,bro pod ajud maning matrec
85_0,sms,"Millennium mobile
Recargas
A sua recarga MVTEL
649413542581
Serial:
600566423084
Valor Debitado
500,00 MT
Gratos pela
preferencia",Legitimate,129,millennium mobil recarg recarg mvtel ser val debit mt grat preferenc
86_0,sms,"VAI DAKI: Para confirmar a transaccao no valor de 300000.0 MZN, use o codigo: 624420.",Legitimate,85,vai dak confirm transacca val mzn use codig
87_0,sms,"Informamos que a sua conta movel efectuou Levantamento, em 2019-02-23 09:11:34, no valor de 5.000,00 MZN. Ponto24",Legitimate,113,inform cont movel efectu levant val mzn pont
88_0,sms,"Transferencia para conta movel 843249800 no valor de 325,00 MZN efectuada com sucesso, em 2021-04-03 19:12:15. Ponto24.",Legitimate,119,transferenc cont movel val mzn efectu sucess pont
89_0,sms,Hei tudo bem? Estou mal preciso de comprar algo..peço que me envies 100 mts. Te vou  devolver para semana,Legitimate,105,tud bem mal precis compr algope envi mt vou devolv seman
90_0,sms,"Bom dia, como estás, olha tou em uma situação estou sem credelec em casa estou apidir emprestado 400 na MPesa",Legitimate,109,bom dia est olh tou situa credelec cas apid emprest mpes
91_0,sms,"7F4946WYZ4J Confirmado. Compraste  200.00MT de  credito  aos 4/6/20 as 2:11 PM.O novo saldo  M-Pesa e de 3,912.00MT.M-Pesa e facil!",Legitimate,131,fwyzj confirm compr mt credit pmo nov sald mpes mtmp facil
92_0,sms,Confirmado 7K61509Y571. Registamos uma operacao de compra no valor de 400.00MT no comerciante Millennium BIM com referencia 75097692 aos 6/11/20 as 9:24 AM. O teu novo saldo M-Pesa e de 119.00MT. M-Pesa e facil!,Legitimate,211,confirm ky regist operaca compr val mt comerci millennium bim referenc am nov sald mpes mt mpes facil
93_0,sms,"Caro Cliente, informamos que a partir de 10.10.2020 voltam a aplicar-se as taxas normais do tarifario nas transferências entre contas M-Pesa ate 1000MT e do M-Pesa para bancos.",Legitimate,176,car client inform part volt aplicars tax norm tarifari transfernc cont mpes ate mt mpes banc
94_0,sms,"Confirmado 8CC95RGIFFD. Aos 12/3/21  as 4:01 PM levantaste 864.00MT no agente 119340 - 9-BELITO INACIO. O novo saldo M-Pesa e de  2,575.62MT. M-Pesa e facil!",Legitimate,157,confirm ccrgiffd pm levant mt agent belit inaci nov sald mpes mt mpes facil
95_0,sms,Boa noite amigo peço enviar meu valor no meu Mpesa,Legitimate,50,boa noit amig peo envi val mpes
96_0,sms,"7BC53NKP1WB confirmado. Recebeste o pagamento de  5,000.00MT  de 110368 - Standard Bank aos 12/2/20 as 5:09 PM. O novo saldo M-Pesa e de 6,205.00MT M-Pesa e facil!",Legitimate,163,bcnkpwb confirm receb pag mt standard bank pm nov sald mpes mt mpes facil
97_0,sms,"Bom dia, irmão como estás ?? Peço me enviar uma valor 500 quero comprar algumas coisas em casa não tem óleo, sabão caril e energia também.",Legitimate,138,bom dia irm est peo envi val quer compr algum cois cas leo sab caril energ tambm
98_0,sms,7FB4483XVUK Confirmado. Compraste  100.00MT de credito para 848114048 aos 11/6/20 as 9:06 AM o novo saldo M-Pesa e 908.00MTM-Pesa e facil!,Legitimate,138,fbxvuk confirm compr mt credit am nov sald mpes mtmp facil
99_0,sms,"Confirmado 7CB53S8HDM9. Aos 11/3/20  as 9:09 AM levantaste 2,000.00MT no agente 344188 - 9-ABDULAHI INSA. O novo saldo M-Pesa e de  1,642.00MT. M-Pesa e facil!",Legitimate,159,confirm cbshdm am levant mt agent abdulah ins nov sald mpes mt mpes facil
100_0,sms,"Boa noite Msc espero q o dia tenha lhe corrido bem. Recebi o valor, mandei-te msg no seu nr de vdcm. Não recebi o relatório de entrega. Portanto achei conviniente responder-te neste nr. Muito obrgdo.",Legitimate,199,boa noit msc esper q dia corr bem receb val mandeit msg nr vdcm receb relatri entreg portant ach convini respondert nest nr obrgd
101_0,sms,Agradeceria se me mandasse o valor no Mpesa.,Legitimate,44,agradec mand val mpes
102_0,sms,"Caro cliente, nao se deixe enganar pelas mensagens como: Trago a sua encomenda ou envie aquele valor para este numero. EVITE BURLAS, denuncie ligando para 100!",Legitimate,159,car client nao deix engan mens trag encomend envi val numer evit burl denunci lig
103_0,sms,Assalam alaikum eu sou Dario gostaria que mandasse o valor para o meu numero 846975148,Legitimate,86,assal alaikum dari gost mand val numer
104_0,sms,O que acabaste de carregar nao chega! Ainda faltam 23.60EUR. Carrega com o minimo deste valor para voltares navegar! Se ja carregaste ignora este SMS.,Legitimate,150,acab carreg nao cheg aind falt eur carreg min dest val volt naveg ja carreg ign sm
105_0,sms,Irmã estou a pedir dinheiro me manda para meu Ponto 24 ou Mpesa,Legitimate,63,irm ped dinh mand pont mpes
106_0,sms,"Bm dia man,tdo bem ai?Dixculpala por tanto encomodo xto apdr m ajudar em qualker valor s tiver encasa xto sm nada,asim ja xto afazer 2 mesex sm vencimento dxd junh ate hje.",Legitimate,172,bm dia mantd bem aidixculpal tant encomod xto apdr m ajud qualk val s encas xto sm nadaasim ja xto afaz mesex sm venc dxd junh ate hje
107_0,sms,Informamos que dentro de 7 dias o teu numero esta prestes a ser cancelado do Moza Ja (*247#) por questoes de seguranca. Vai a um balcao mais proximo para regularizar e evitar bloqueios. Mais info 95247 ou 21342020. Moza,Legitimate,219,inform dentr dia numer prest cancel moz ja questo seguranc vai balca prox regular evit bloquei inf moz
108_0,sms,Podes me enviar o valor na minha conta mpesa ou conta móvel com o mesmo número.,Legitimate,79,pod envi val cont mpes cont mvel nmer
109_0,sms,"Olá nelson, peço que me mandes o valor para este número 84457845 porque me m-pesa não encontra-se em condições no momento. Elsa",Legitimate,127,ol nelson peo mand val nmer porqu mpes encontras condi moment els
110_0,sms,Confirmado 7K8650QVYLO. O teu saldo  M-Pesa e  119.00MT  aos 8/11/20 as 10:33 AM.M-Pesa e facil!,Legitimate,96,confirm kqvyl sald mpes mt ammp facil
111_0,sms,"PCelebra o teu mes com o M-Pesa. Aproveita a promocao, e faz Xitique durante o mes da mulher sem o custo de contribuicao. M-Pesa e facil",Legitimate,136,pcelebr me mpes aproveit promoca faz xitiqu dur me mulh cust contribuica mpes facil
112_0,sms,Poti eviar ese valor que boss tem,Legitimate,33,pot evi ese val bos
113_0,sms,Sim emola pode enviar esse mesmo vodacom,Legitimate,40,sim emol pod envi vodacom
114_0,sms,Amigo peço para mandar o valor para este número 84175368,Legitimate,56,amig peo mand val nmer
115_0,sms,"Mano, não consegui localizar ela aqui. Tentei ligar para o Réges mas não me atendeu. Assim que tiver retorno sinalizo.",Legitimate,118,man consegu local aqu tent lig rge atend assim retorn sinaliz
116_0,sms,Olá tudo bem? Peço para enviar o valor das calças para meu 84,Legitimate,61,ol tud bem peo envi val cal
117_0,sms,"M-PESA
EDM Credelec
Recarga 3264 2356 9079 5665 0103
Contador 14319398104
Val Energia 70.57 MT
IVA 7.43 MT
Divida Paga 0 MT
Divida a Pagar 0 MT
Tx Radio 12 MT
Tx Lixo 10 MT
Total Pago 100 MT
Energia 9.3 kwh
Ref 027717434251
M-Pesa e facil!",Legitimate,239,mpes edm credelec recarg cont val energ mt iva mt div pag mt div pag mt tx radi mt tx lix mt total pag mt energ kwh ref mpes facil
118_0,sms,"Caro Cliente, a partir de hoje, 10 de Abril, durante 3 meses, podes TRANSFERIR SEM TAXAS ate 1.000,00MT/dia para contas M-Pesa. Digita *150#, opcao 1, depois 1-""TRANSFERIR SEM TAXAS"" e ja esta. M-Pesa",Legitimate,200,car client part hoj abril dur mes pod transfer tax ate mtd cont mpes digit opca transfer tax ja mpes
119_0,sms,"Parabens! Foste escolhido para usar o Txuna M-Pesa. Digita *150#, opcao 8-Txuna M-Pesa, pede um emprestimo e paga mais tarde.",Legitimate,125,parab fost escolh us txun mpes digit opca txun mpes ped emprest pag tard
120_0,sms,"Babe. Bom trabalho. Vou dormir... não sinto-me muito bem, tenho amigdalites inflamadas. Mas não tenho dor",Legitimate,105,bab bom trabalh vou dorm sintom bem amigdalit inflam dor
121_0,sms,"Falhou. Nao tens saldo suficiente na conta  M-Pesa para levantar .3,000.00MT na ATM. O teu saldo   M-Pesa e de 3,015.00MT M-pesa e facil!",Legitimate,137,falh nao tem sald sufici cont mpes levant mt atm sald mpes mt mpes facil
122_0,sms,"Confirmado 8FJ36BMUG7B. O teu saldo  M-Pesa e  1,254.62MT  aos 19/6/21 as 3:59 PM.M-Pesa e facil!",Legitimate,97,confirm fjbmugb sald mpes mt pmmp facil
123_0,sms,"Sim meu irmão ainda estou a espera do valor, envia com este mesmo meu numero.",Legitimate,77,sim irm aind esper val env numer
124_0,sms,Oi tudo bem? I need your help. Pls. Mano,Legitimate,40,oi tud bem i need your help pl man
125_0,sms,Bom dia como está? Quintal ainda não falaste com a pessoa? Melucha,Legitimate,66,bom dia est quint aind fal pesso meluch
126_0,sms,"Confirmado 7JV84YYMN4C. Registamos uma operacao de compra no valor de 3,000.00MT no comerciante Millennium BIM com referencia 75097692 aos 31/10/20 as 11:39 AM. O teu novo saldo M-Pesa e de 809.00MT. M-Pesa e facil!",Legitimate,215,confirm jvyymnc regist operaca compr val mt comerci millennium bim referenc am nov sald mpes mt mpes facil
127_0,sms,"Transferencia da conta cartao 3613145/BCI para conta movel 825407883 no valor de 5.000,00 MZN efectuada com sucesso, em 2018-02-21 15:32:22. Ponto24.",Legitimate,149,transferenc cont carta bci cont movel val mzn efectu sucess pont
128_0,sms,"bm dia, peço para transferir o valor no meu mpesa",Legitimate,49,bm dia peo transfer val mpes
